,time,wristaccel_x,wristaccel_y,wristaccel_z,wristangle_x,wristangle_y,wristangle_z,wristlumin,subject,activity,trial,tag
65,2018-07-04T12:04:21.062394,-0.963,-0.293,0.254,86.768,-112.073,-134.39,2369.185,1.0,1.0,1.0,1.0
66,2018-07-04T12:04:21.104007,-0.963,-0.293,0.254,76.402,-95.244,-116.829,2369.185,1.0,1.0,1.0,1.0
67,2018-07-04T12:04:21.148626,-0.653,-0.115,0.378,50.183,-50.854,-56.28,2369.185,1.0,1.0,1.0,1.0
68,2018-07-04T12:04:21.197255,-0.501,-0.112,0.448,52.744,-32.744,-29.817,2369.185,1.0,1.0,1.0,1.0
69,2018-07-04T12:04:21.242877,-0.501,-0.112,0.448,56.22,-12.805,-13.841,2369.185,1.0,1.0,1.0,1.0
70,2018-07-04T12:04:21.289501,-0.394,-0.122,0.422,12.134,2.256,-11.22,2369.185,1.0,1.0,1.0,1.0
71,2018-07-04T12:04:21.346654,-0.394,-0.122,0.422,32.683,20.732,10.915,2369.185,1.0,1.0,1.0,1.0
72,2018-07-04T12:04:21.399796,-0.297,-0.063,0.44,26.159,55.793,30.305,2369.185,1.0,1.0,1.0,1.0
73,2018-07-04T12:04:21.444917,-0.279,-0.055,0.517,33.841,72.927,42.195,2369.185,1.0,1.0,1.0,1.0
74,2018-07-04T12:04:21.496555,-0.279,-0.055,0.517,28.232,75.305,36.463,2369.185,1.0,1.0,1.0,1.0
75,2018-07-04T12:04:21.541676,-0.165,-0.13,0.6,83.11,75.61,33.354,2369.185,1.0,1.0,1.0,1.0
76,2018-07-04T12:04:21.588300,-0.165,-0.13,0.6,110.122,71.585,24.634,2369.185,1.0,1.0,1.0,1.0
77,2018-07-04T12:04:21.671522,-0.133,0.197,0.221,114.146,28.354,22.561,2369.185,1.0,1.0,1.0,1.0
78,2018-07-04T12:04:21.769786,-3.066,-0.699,-1.536,14.512,48.659,30.854,2369.185,1.0,1.0,1.0,1.0
79,2018-07-04T12:04:21.805886,-3.066,-0.699,-1.536,-72.073,110.671,-187.988,2369.185,1.0,1.0,1.0,1.0
80,2018-07-04T12:04:21.852010,-3.841,-0.825,3.09,-219.329,-58.232,-299.146,2369.185,1.0,1.0,1.0,1.0
81,2018-07-04T12:04:21.899139,-3.841,-0.825,3.09,-80.488,-62.378,-260.61,2369.185,1.0,1.0,1.0,1.0
82,2018-07-04T12:04:21.948273,0.631,-0.494,0.927,-19.329,-122.866,-136.585,2369.185,1.0,1.0,1.0,1.0
83,2018-07-04T12:04:21.992390,-0.375,-0.359,-0.055,-49.695,-66.037,-11.829,2369.185,1.0,1.0,1.0,1.0
84,2018-07-04T12:04:22.041528,-0.375,-0.359,-0.055,-13.963,-0.061,-2.012,2101.073,1.0,1.0,1.0,1.0
85,2018-07-04T12:04:22.085645,-1.725,-0.966,0.8,-59.329,96.463,-17.683,2101.073,1.0,1.0,1.0,1.0
86,2018-07-04T12:04:22.133778,-1.725,-0.966,0.8,-118.963,148.963,30.61,2101.073,1.0,1.0,1.0,1.0
87,2018-07-04T12:04:22.180904,-0.944,-0.776,0.372,-60.671,116.951,101.524,2101.073,1.0,1.0,1.0,1.0
88,2018-07-04T12:04:22.226032,-0.944,-0.776,0.372,-4.878,67.439,131.768,2101.073,1.0,1.0,1.0,1.0
89,2018-07-04T12:04:22.275163,-0.145,-0.291,0.05,13.049,5.976,37.256,2101.073,1.0,1.0,1.0,1.0
90,2018-07-04T12:04:22.332321,-0.659,-0.641,0.186,21.829,9.817,-3.049,2101.073,1.0,1.0,1.0,1.0
91,2018-07-04T12:04:22.383457,-0.659,-0.641,0.186,12.744,4.329,-7.073,2101.073,1.0,1.0,1.0,1.0
92,2018-07-04T12:04:22.428583,-1.033,-0.574,0.271,2.439,10.793,2.561,2101.073,1.0,1.0,1.0,1.0
93,2018-07-04T12:04:22.483730,-1.059,-0.518,0.174,-0.488,11.28,-1.341,2101.073,1.0,1.0,1.0,1.0
94,2018-07-04T12:04:22.554924,-1.057,-0.412,0.484,-4.756,-28.537,33.902,2101.073,1.0,1.0,1.0,1.0
95,2018-07-04T12:04:22.602050,-1.057,-0.412,0.484,15.488,-79.573,45.549,2101.073,1.0,1.0,1.0,1.0
96,2018-07-04T12:04:22.654189,-0.848,-0.266,0.459,18.049,-93.963,47.317,2101.073,1.0,1.0,1.0,1.0
97,2018-07-04T12:04:22.698308,-0.848,-0.266,0.459,16.22,-73.659,26.89,2101.073,1.0,1.0,1.0,1.0
98,2018-07-04T12:04:22.742426,-0.595,-0.293,0.556,28.659,-36.402,-8.963,2101.073,1.0,1.0,1.0,1.0
99,2018-07-04T12:04:22.792559,-0.595,-0.293,0.556,19.451,9.329,-32.561,2101.073,1.0,1.0,1.0,1.0
100,2018-07-04T12:04:22.835173,-0.745,-0.532,0.49,2.012,26.524,-20.671,2101.073,1.0,1.0,1.0,1.0
101,2018-07-04T12:04:22.886811,-0.841,-0.422,0.494,11.159,44.085,-29.329,2101.073,1.0,1.0,1.0,1.0
102,2018-07-04T12:04:22.973543,-0.891,-0.307,0.372,-16.89,68.232,-36.585,2101.073,1.0,1.0,1.0,1.0
103,2018-07-04T12:04:23.025716,-0.891,-0.307,0.372,-18.293,62.134,-23.354,2101.073,1.0,1.0,1.0,1.0
104,2018-07-04T12:04:23.112949,-1.016,-0.549,0.27,-9.817,19.695,9.329,2101.073,1.0,1.0,1.0,1.0
105,2018-07-04T12:04:23.154059,-0.869,-0.5,0.19,-6.951,-22.561,42.988,2101.073,1.0,1.0,1.0,1.0
106,2018-07-04T12:04:23.197174,-0.808,-0.348,0.374,-17.378,-123.415,75.488,2101.073,1.0,1.0,1.0,1.0
107,2018-07-04T12:04:23.244300,-0.808,-0.348,0.374,-11.098,-131.159,60.976,2101.073,1.0,1.0,1.0,1.0
108,2018-07-04T12:04:23.299447,-0.833,-0.259,0.667,-10,-109.085,36.707,2101.073,1.0,1.0,1.0,1.0
109,2018-07-04T12:04:23.351085,-0.833,-0.259,0.667,-20.122,-78.415,4.939,2101.073,1.0,1.0,1.0,1.0
110,2018-07-04T12:04:23.399715,-0.826,-0.352,0.68,-7.988,-9.268,-8.659,2101.073,1.0,1.0,1.0,1.0
111,2018-07-04T12:04:23.446842,-0.813,-0.409,0.628,-8.476,-4.268,-2.073,2101.073,1.0,1.0,1.0,1.0
112,2018-07-04T12:04:23.492463,-0.813,-0.409,0.628,3.232,-18.293,8.902,2101.073,1.0,1.0,1.0,1.0
113,2018-07-04T12:04:23.538587,-0.732,-0.304,0.674,4.085,-39.329,23.415,2101.073,1.0,1.0,1.0,11.0
114,2018-07-04T12:04:23.610780,-0.688,-0.29,0.755,-1.829,-43.659,19.268,2101.073,1.0,1.0,1.0,11.0
115,2018-07-04T12:04:23.668937,-0.688,-0.29,0.755,-2.439,-23.78,16.037,2101.073,1.0,1.0,1.0,11.0
116,2018-07-04T12:04:23.726090,-0.736,-0.279,0.783,-8.78,16.22,1.524,2101.073,1.0,1.0,1.0,11.0
117,2018-07-04T12:04:23.775227,-0.732,-0.283,0.672,-12.683,23.659,-3.659,2101.073,1.0,1.0,1.0,11.0
118,2018-07-04T12:04:23.819345,-0.732,-0.283,0.672,-7.744,20.061,-8.171,2101.073,1.0,1.0,1.0,11.0
119,2018-07-04T12:04:23.868481,-0.812,-0.331,0.691,-3.354,14.512,-4.024,2101.073,1.0,1.0,1.0,11.0
120,2018-07-04T12:04:23.920621,-0.812,-0.331,0.691,-6.463,20.305,-5.671,2101.073,1.0,1.0,1.0,11.0
121,2018-07-04T12:04:23.963740,-0.786,-0.319,0.668,-4.939,33.11,-18.841,2101.073,1.0,1.0,1.0,11.0
122,2018-07-04T12:04:24.007857,-0.79,-0.357,0.601,-2.683,28.293,-15.061,2510.413,1.0,1.0,1.0,11.0
123,2018-07-04T12:04:24.056995,-0.79,-0.357,0.601,-2.561,17.988,-8.537,2510.413,1.0,1.0,1.0,11.0
124,2018-07-04T12:04:24.102116,-0.799,-0.373,0.586,-0.488,8.049,-4.085,2510.413,1.0,1.0,1.0,11.0
125,2018-07-04T12:04:24.149246,-0.799,-0.373,0.586,0.915,1.037,-0.915,2510.413,1.0,1.0,1.0,11.0
126,2018-07-04T12:04:24.204393,-0.802,-0.375,0.611,1.585,-2.439,1.829,2510.413,1.0,1.0,1.0,11.0
127,2018-07-04T12:04:24.258541,-0.799,-0.354,0.618,0.793,0.183,-0.427,2510.413,1.0,1.0,1.0,11.0
128,2018-07-04T12:04:24.305165,-0.799,-0.354,0.618,0.305,1.463,-1.646,2510.413,1.0,1.0,1.0,11.0
129,2018-07-04T12:04:24.353795,-0.827,-0.355,0.625,-1.037,2.683,-3.841,2510.413,1.0,1.0,1.0,11.0
130,2018-07-04T12:04:24.398415,-0.827,-0.355,0.625,-2.683,0.549,-10.061,2510.413,1.0,1.0,1.0,11.0
131,2018-07-04T12:04:24.485146,-0.76,-0.375,0.66,6.768,-13.72,-6.037,2510.413,1.0,1.0,1.0,11.0
132,2018-07-04T12:04:24.530316,-0.76,-0.375,0.66,20.122,-25.488,3.72,2510.413,1.0,1.0,1.0,11.0
133,2018-07-04T12:04:24.585463,-0.954,-0.427,1.138,33.354,-37.927,5.305,2510.413,1.0,1.0,1.0,11.0
134,2018-07-04T12:04:24.634209,-0.954,-0.427,1.138,23.598,-47.439,12.622,2510.413,1.0,1.0,1.0,11.0
135,2018-07-04T12:04:24.679831,-0.781,-0.317,0.42,-53.72,-118.902,23.049,2510.413,1.0,1.0,1.0,11.0
136,2018-07-04T12:04:24.726455,-0.12,-0.229,0.07,169.695,-37.439,17.317,2510.413,1.0,1.0,1.0,11.0
137,2018-07-04T12:04:24.774082,-0.12,-0.229,0.07,61.829,40.671,9.695,2510.413,1.0,1.0,1.0,11.0
138,2018-07-04T12:04:24.830734,-0.813,-0.194,1.219,38.415,17.317,0.366,2510.413,1.0,1.0,1.0,11.0
139,2018-07-04T12:04:24.885380,-0.67,-0.184,0.995,-2.073,-45.976,-0.488,2510.413,1.0,1.0,1.0,11.0
140,2018-07-04T12:04:24.928495,-0.67,-0.184,0.995,-11.951,-25.732,-5.366,2510.413,1.0,1.0,1.0,11.0
141,2018-07-04T12:04:24.979131,-0.518,-0.191,0.869,10.366,-7.317,-1.098,2510.413,1.0,1.0,1.0,11.0
142,2018-07-04T12:04:25.023874,-0.518,-0.191,0.869,14.146,2.866,-4.268,2510.413,1.0,1.0,1.0,11.0
143,2018-07-04T12:04:25.076515,-0.628,-0.181,0.969,2.195,13.171,-9.268,2510.413,1.0,1.0,1.0,11.0
144,2018-07-04T12:04:25.126649,-0.628,-0.181,0.969,-15.549,19.512,-12.988,2510.413,1.0,1.0,1.0,11.0
145,2018-07-04T12:04:25.178788,-0.614,-0.253,0.868,-5.61,12.561,-5.183,2510.413,1.0,1.0,1.0,11.0
146,2018-07-04T12:04:25.226917,-0.602,-0.234,0.842,-3.659,12.073,-3.171,2510.413,1.0,1.0,1.0,11.0
147,2018-07-04T12:04:25.276549,-0.602,-0.234,0.842,-9.878,15.183,-8.902,2510.413,1.0,1.0,1.0,11.0
148,2018-07-04T12:04:25.319665,-0.632,-0.273,0.835,-13.659,17.927,-12.866,2510.413,1.0,1.0,1.0,11.0
149,2018-07-04T12:04:25.366289,-0.632,-0.273,0.835,-9.451,17.561,-11.098,2510.413,1.0,1.0,1.0,11.0
150,2018-07-04T12:04:25.423442,-0.653,-0.301,0.814,-6.159,3.963,-3.72,2510.413,1.0,1.0,1.0,11.0
151,2018-07-04T12:04:25.477085,-0.646,-0.285,0.828,4.878,-1.646,3.902,2510.413,1.0,1.0,1.0,11.0
152,2018-07-04T12:04:25.523208,-0.646,-0.285,0.828,5.244,-3.354,3.293,2510.413,1.0,1.0,1.0,11.0
153,2018-07-04T12:04:25.570836,-0.634,-0.272,0.837,2.5,1.22,2.439,2510.413,1.0,1.0,1.0,11.0
154,2018-07-04T12:04:25.617962,-0.636,-0.265,0.824,0.305,3.476,1.037,2510.413,1.0,1.0,1.0,11.0
155,2018-07-04T12:04:25.663583,-0.636,-0.265,0.824,-0.793,5,0.427,2510.413,1.0,1.0,1.0,11.0
156,2018-07-04T12:04:25.719733,-0.643,-0.262,0.823,-1.829,6.098,-1.037,2510.413,1.0,1.0,1.0,11.0
157,2018-07-04T12:04:25.760843,-0.643,-0.262,0.823,-3.659,6.951,-2.073,2510.413,1.0,1.0,1.0,11.0
158,2018-07-04T12:04:25.843063,-0.662,-0.282,0.824,-5.976,13.902,-3.841,2510.413,1.0,1.0,1.0,11.0
159,2018-07-04T12:04:25.885258,-0.667,-0.286,0.789,-2.683,15,-2.866,2510.413,1.0,1.0,1.0,11.0
160,2018-07-04T12:04:25.929375,-0.667,-0.286,0.789,-2.927,12.256,-3.598,2510.413,1.0,1.0,1.0,11.0
161,2018-07-04T12:04:25.975999,-0.685,-0.298,0.778,0.915,2.256,1.159,2510.413,1.0,1.0,1.0,11.0
162,2018-07-04T12:04:26.030144,-0.679,-0.293,0.784,-0.793,-1.402,1.098,2555.043,1.0,1.0,1.0,11.0
163,2018-07-04T12:04:26.073266,-0.679,-0.293,0.784,0.854,-1.768,2.5,2555.043,1.0,1.0,1.0,11.0
164,2018-07-04T12:04:26.117383,-0.674,-0.29,0.792,0.122,-0.61,1.524,2555.043,1.0,1.0,1.0,11.0
165,2018-07-04T12:04:26.167016,-0.674,-0.29,0.792,-0.549,1.098,-0.366,2555.043,1.0,1.0,1.0,11.0
166,2018-07-04T12:04:26.211166,-0.678,-0.289,0.791,1.22,2.317,-0.427,2555.043,1.0,1.0,1.0,11.0
167,2018-07-04T12:04:26.258292,-0.679,-0.291,0.788,0.854,0.244,0.305,2555.043,1.0,1.0,1.0,11.0
168,2018-07-04T12:04:26.311434,-0.679,-0.291,0.788,3.354,-0.122,1.829,2555.043,1.0,1.0,1.0,11.0
169,2018-07-04T12:04:26.353045,-0.678,-0.284,0.794,2.012,-0.549,1.098,2555.043,1.0,1.0,1.0,11.0
170,2018-07-04T12:04:26.398667,-0.678,-0.284,0.794,0.549,0.732,0.488,2555.043,1.0,1.0,1.0,11.0
171,2018-07-04T12:04:26.447916,-0.675,-0.283,0.787,0.549,1.585,0.488,2555.043,1.0,1.0,1.0,11.0
172,2018-07-04T12:04:26.493037,-0.679,-0.285,0.785,-0.305,1.22,-0.061,2555.043,1.0,1.0,1.0,11.0
173,2018-07-04T12:04:26.539662,-0.679,-0.285,0.785,0.549,0.854,0.061,2555.043,1.0,1.0,1.0,11.0
174,2018-07-04T12:04:26.597316,-0.68,-0.286,0.789,0.732,0.427,0,2555.043,1.0,1.0,1.0,11.0
175,2018-07-04T12:04:26.648452,-0.68,-0.286,0.789,0,-0.305,-0.122,2555.043,1.0,1.0,1.0,11.0
176,2018-07-04T12:04:26.694576,-0.676,-0.284,0.791,0.549,0.549,0.305,2555.043,1.0,1.0,1.0,11.0
177,2018-07-04T12:04:26.743708,-0.682,-0.286,0.792,0.061,1.524,-0.244,2555.043,1.0,1.0,1.0,11.0
178,2018-07-04T12:04:26.788827,-0.682,-0.286,0.792,-0.549,1.646,-0.427,2555.043,1.0,1.0,1.0,11.0
179,2018-07-04T12:04:26.835452,-0.679,-0.291,0.782,-0.61,1.037,0.244,2555.043,1.0,1.0,1.0,11.0
180,2018-07-04T12:04:26.889598,-0.679,-0.291,0.782,0.305,0.305,3.232,2555.043,1.0,1.0,1.0,11.0
181,2018-07-04T12:04:26.929704,-0.679,-0.281,0.786,0.305,0.122,4.695,2555.043,1.0,1.0,1.0,11.0
182,2018-07-04T12:04:26.976830,-0.681,-0.274,0.787,-0.427,0.183,3.476,2555.043,1.0,1.0,1.0,11.0
183,2018-07-04T12:04:27.024959,-0.681,-0.274,0.787,0,0.488,0.061,2555.043,1.0,1.0,1.0,11.0
184,2018-07-04T12:04:27.070581,-0.687,-0.282,0.796,-2.256,0.122,0.427,2555.043,1.0,1.0,1.0,11.0
185,2018-07-04T12:04:27.117706,-0.687,-0.282,0.796,-5.854,1.28,1.951,2555.043,1.0,1.0,1.0,11.0
186,2018-07-04T12:04:27.204940,-0.683,-0.291,0.78,-1.768,3.72,-0.183,2555.043,1.0,1.0,1.0,11.0
187,2018-07-04T12:04:27.243041,-0.688,-0.294,0.779,0.427,3.415,-0.671,2555.043,1.0,1.0,1.0,11.0
188,2018-07-04T12:04:27.288664,-0.688,-0.294,0.779,1.159,2.134,0.976,2555.043,1.0,1.0,1.0,11.0
189,2018-07-04T12:04:27.340803,-0.689,-0.283,0.775,0.671,1.037,0.549,2555.043,1.0,1.0,1.0,11.0
190,2018-07-04T12:04:27.382915,-0.694,-0.283,0.777,0.915,0.488,0,2555.043,1.0,1.0,1.0,11.0
191,2018-07-04T12:04:27.430041,-0.694,-0.283,0.777,0.549,-0.305,0.305,2555.043,1.0,1.0,1.0,11.0
192,2018-07-04T12:04:27.484688,-0.69,-0.287,0.781,1.22,-1.037,1.098,2555.043,1.0,1.0,1.0,11.0
193,2018-07-04T12:04:27.525797,-0.69,-0.287,0.781,2.134,-0.61,1.646,2555.043,1.0,1.0,1.0,11.0
194,2018-07-04T12:04:27.570416,-0.683,-0.271,0.777,1.402,-0.488,0.854,2555.043,1.0,1.0,1.0,11.0
195,2018-07-04T12:04:27.619046,-0.683,-0.271,0.777,-1.707,0.122,-2.561,2555.043,1.0,1.0,1.0,11.0
